focus,lemma,phrase,meaning_en,contexts_it,register,risk,tags,scenario_prompt,trap,cultural_note,native_sauce,phrase_hint,examples_it,src,tatoeba_it_id
phrase,,Sbrigati o sarai in ritardo.,Hurry up or you'll be late.,Sbrigati o sarai in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,714015
phrase,,Sbrigatevi o sarete in ritardo.,Hurry up or you'll be late.,Sbrigatevi o sarete in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,714016
phrase,,Tom è nascosto sotto il tavolo.,Tom is hiding under the table.,Tom è nascosto sotto il tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,714654
phrase,,Tom si sta nascondendo sotto il tavolo.,Tom is hiding under the table.,Tom si sta nascondendo sotto il tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,714656
phrase,,"Dov'è il suo libro? ""È sul tavolo.""","Where's his book? ""It's on the table.""","Dov'è il suo libro? ""È sul tavolo.""",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,715342
phrase,,La biro è sul tavolo.,The pen is on the table.,La biro è sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,715347
phrase,,La penna è sul tavolo.,The pen is on the table.,La penna è sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,715348
phrase,,Potremmo avere un tavolo nell'angolo?,Could we have a table in the corner?,Potremmo avere un tavolo nell'angolo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,715684
phrase,,Prenderete l'autobus se vi sbrigate.,You'll catch the bus if you hurry.,Prenderete l'autobus se vi sbrigate.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,716377
phrase,,Potresti essere in ritardo per la scuola.,You might be late for school.,Potresti essere in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,716465
phrase,,Il capitano è responsabile della sicurezza dei passeggeri.,The captain is responsible for the safety of passengers.,Il capitano è responsabile della sicurezza dei passeggeri.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,716472
phrase,,Mi ha fatto andare contro la mia volontà.,He made me go against my will.,Mi ha fatto andare contro la mia volontà.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,716522
phrase,,Oggi bisogna avere una fotografia nel passaporto.,"Today, you must have a photograph in your passport.",Oggi bisogna avere una fotografia nel passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,717696
phrase,,Non riesci a chiudere la valigia per quanta roba ci hai infilato.,You can't get the suitcase closed because you've stuffed too much into it.,Non riesci a chiudere la valigia per quanta roba ci hai infilato.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,718527
phrase,,Ero in ritardo per la scuola.,I was late to school.,Ero in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,723172
phrase,,Quella valigia non è la loro.,That suitcase isn't theirs.,Quella valigia non è la loro.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,726370
phrase,,Quanto è lungo il volo?,How long is the flight?,Quanto è lungo il volo?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,739049
phrase,,È la legge: allacciate sempre la cintura di sicurezza in macchina e in aereo.,It's the law: always buckle your safety belt in cars and airplanes.,È la legge: allacciate sempre la cintura di sicurezza in macchina e in aereo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,740366
phrase,,Tom è sempre in ritardo.,Tom is always late.,Tom è sempre in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,742030
phrase,,Ho un tavolo di metallo.,I have a metal table.,Ho un tavolo di metallo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,744404
phrase,,È seduto al tavolo.,He's sitting at the table.,È seduto al tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,744452
phrase,,"Posso vedere il suo passaporto, per favore?","May I see your passport, please?","Posso vedere il suo passaporto, per favore?",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,750456
phrase,,Non so come comprare un biglietto.,I don't know how to buy a ticket.,Non so come comprare un biglietto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,753314
phrase,,Avevo paura del diavolo.,I was scared stiff.,Avevo paura del diavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,754131
phrase,,Mi ha fatto firmare il foglio contro la mia volontà.,He made me sign the paper against my will.,Mi ha fatto firmare il foglio contro la mia volontà.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,758759
phrase,,Quanto pesa la tua valigia?,How heavy is your suitcase?,Quanto pesa la tua valigia?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,758840
phrase,,È spesso in ritardo per andare a scuola.,He is often late for school.,È spesso in ritardo per andare a scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,759959
phrase,,Questo vecchio tavolo è ancora usato.,This old table is still in use.,Questo vecchio tavolo è ancora usato.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,759962
phrase,,Se vi sbrigate lo supererete.,"If you hurry, you will overtake him.",Se vi sbrigate lo supererete.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,762976
phrase,,Negate di esserci andati?,Do you deny that you went there?,Negate di esserci andati?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,766331
phrase,,Spiegatelo in parole semplici.,Explain it in plain words.,Spiegatelo in parole semplici.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,769159
phrase,,L'ho inviato. Pregate per me.,I sent it. Pray for me.,L'ho inviato. Pregate per me.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,772884
phrase,,"Per piacere, allaccia la cintura di sicurezza.",Please fasten your seat belt.,"Per piacere, allaccia la cintura di sicurezza.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,776141
phrase,,"Per favore, allaccia la cintura di sicurezza.",Please fasten your seat belt.,"Per favore, allaccia la cintura di sicurezza.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,776142
phrase,,"Per piacere, allacci la cintura di sicurezza.",Please fasten your seat belt.,"Per piacere, allacci la cintura di sicurezza.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,776147
phrase,,"Per favore, allacci la cintura di sicurezza.",Please fasten your seat belt.,"Per favore, allacci la cintura di sicurezza.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,776148
phrase,,Siamo in ritardo.,We're late.,Siamo in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,780902
phrase,,Il tavolo è verde.,The table is green.,Il tavolo è verde.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,791282
phrase,,Sotto il tavolo c'era un gatto nero.,Under the table was a black cat.,Sotto il tavolo c'era un gatto nero.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,801729
phrase,,Il gatto dorme sul tavolo.,The cat sleeps on the table.,Il gatto dorme sul tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,801730
phrase,,Il gatto è sotto il tavolo.,The cat is under the table.,Il gatto è sotto il tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,801732
phrase,,A causa della tempesta sono arrivati in ritardo.,"Owing to the storm, they arrived late.",A causa della tempesta sono arrivati in ritardo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,822451
phrase,,Era in ritardo per via della neve.,He was late because of the snow.,Era in ritardo per via della neve.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,823445
phrase,,Lui era in ritardo per via della neve.,He was late because of the snow.,Lui era in ritardo per via della neve.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,823446
phrase,,Al diavolo i tuoi problemi.,To hell with your problems.,Al diavolo i tuoi problemi.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,836013
phrase,,Al diavolo i vostri problemi.,To hell with your problems.,Al diavolo i vostri problemi.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,836014
phrase,,"All'aeroporto Kennedy, per favore.","Kennedy Airport, please.","All'aeroporto Kennedy, per favore.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,836620
phrase,,L'ho informato del suo arrivo.,I informed him of her arrival.,L'ho informato del suo arrivo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,839600
phrase,,"Il libro, essendo stato letto, era sul tavolo.","The book, having been read, was on the table.","Il libro, essendo stato letto, era sul tavolo.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,840558
phrase,,Dobbiamo sempre indossare la cintura di sicurezza nel caso ci capiti un incidente.,We should always wear a seatbelt in case we have an accident.,Dobbiamo sempre indossare la cintura di sicurezza nel caso ci capiti un incidente.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,841959
phrase,,"Signore, ha lasciato il suo accendino sul tavolo.","Sir, you have left your lighter on the table.","Signore, ha lasciato il suo accendino sul tavolo.",neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,841962
phrase,,Quanto costerà andare all'aeroporto?,How much will it cost to get to the airport?,Quanto costerà andare all'aeroporto?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,845701
phrase,,Il mio portafoglio e il mio passaporto sono scomparsi.,My wallet and passport are missing.,Il mio portafoglio e il mio passaporto sono scomparsi.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,860708
phrase,,Sono passati due mesi dal mio arrivo a Tokyo.,It has been two months since my arrival in Tokyo.,Sono passati due mesi dal mio arrivo a Tokyo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,860800
phrase,,Quanto costa un biglietto per il cinema?,How much does a cinema ticket cost?,Quanto costa un biglietto per il cinema?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,861992
phrase,,Il dizionario sul tavolo è mio.,The dictionary on the desk is mine.,Il dizionario sul tavolo è mio.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,863038
phrase,,Dovrebbe arrivare all'aeroporto entro le 9 di mattina.,He should arrive at the airport by 9 a.m.,Dovrebbe arrivare all'aeroporto entro le 9 di mattina.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,863668
phrase,,Il biglietto per il concerto costa di più del biglietto per il cinema.,The concert ticket costs more than the cinema ticket.,Il biglietto per il concerto costa di più del biglietto per il cinema.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,876133
phrase,,C'è un cagnolino marrone sotto quel tavolo.,There is a small brown dog under that table.,C'è un cagnolino marrone sotto quel tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,894765
phrase,,Sbrigati. Sarai in ritardo per la scuola.,Hurry up. You'll be late for school.,Sbrigati. Sarai in ritardo per la scuola.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,897458
phrase,,Esco di casa alle 8:15 e arrivo a scuola alle 8:45.,I leave the house at 8.15 and arrive at school at 8.45.,Esco di casa alle 8:15 e arrivo a scuola alle 8:45.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,898911
phrase,,Devi pulire il tavolo.,You must clear the table.,Devi pulire il tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,903215
phrase,,Dovete pulire il tavolo.,You must clear the table.,Dovete pulire il tavolo.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,903216
phrase,,Hai un tavolo prenotato?,Have you got a table booked?,Hai un tavolo prenotato?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,906344
phrase,,Ha un tavolo prenotato?,Have you got a table booked?,Ha un tavolo prenotato?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,906345
phrase,,Avete un tavolo prenotato?,Have you got a table booked?,Avete un tavolo prenotato?,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,906346
phrase,,Ho un passaporto.,I have a passport.,Ho un passaporto.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,906636
phrase,,Vorrei prenotare un tavolo per due.,I'd like to reserve a table for two.,Vorrei prenotare un tavolo per due.,neutral,safe,"airport,mission",You are at the airport. Use this naturally.,,,,,,tatoeba,908029
